pattern_id,pattern_type,description,threshold
P106297,layering,Multiple sequential transfers across accounts,4
P106298,velocity,High frequency transactions in short time,7
P106299,layering,Multiple sequential transfers across accounts,9
P106300,velocity,High frequency transactions in short time,1
P106301,circular,Money returns to original account,1
P106302,layering,Multiple sequential transfers across accounts,10
P106303,velocity,High frequency transactions in short time,9
P106304,velocity,High frequency transactions in short time,5
P106305,smurfing,Multiple small transactions within short time,5
P106306,layering,Multiple sequential transfers across accounts,9
P106307,layering,Multiple sequential transfers across accounts,9
P106308,smurfing,Multiple small transactions within short time,2
P106309,layering,Multiple sequential transfers across accounts,6
P106310,layering,Multiple sequential transfers across accounts,1
P106311,layering,Multiple sequential transfers across accounts,6
P106312,layering,Multiple sequential transfers across accounts,2
P106313,layering,Multiple sequential transfers across accounts,7
P106314,layering,Multiple sequential transfers across accounts,1
P106315,layering,Multiple sequential transfers across accounts,9
P106316,layering,Multiple sequential transfers across accounts,10
P106317,velocity,High frequency transactions in short time,7
P106318,velocity,High frequency transactions in short time,1
P106319,circular,Money returns to original account,10
P106320,layering,Multiple sequential transfers across accounts,10
P106321,layering,Multiple sequential transfers across accounts,4
P106322,smurfing,Multiple small transactions within short time,2
P106323,circular,Money returns to original account,5
P106324,circular,Money returns to original account,5
P106325,smurfing,Multiple small transactions within short time,4
P106326,circular,Money returns to original account,6
P106327,velocity,High frequency transactions in short time,4
P106328,layering,Multiple sequential transfers across accounts,3
P106329,smurfing,Multiple small transactions within short time,2
P106330,circular,Money returns to original account,3
P106331,smurfing,Multiple small transactions within short time,3
P106332,circular,Money returns to original account,2
P106333,circular,Money returns to original account,1
P106334,layering,Multiple sequential transfers across accounts,9
P106335,layering,Multiple sequential transfers across accounts,3
P106336,velocity,High frequency transactions in short time,9
P106337,circular,Money returns to original account,8
P106338,circular,Money returns to original account,3
P106339,layering,Multiple sequential transfers across accounts,6
P106340,smurfing,Multiple small transactions within short time,1
P106341,layering,Multiple sequential transfers across accounts,8
P106342,circular,Money returns to original account,7
P106343,circular,Money returns to original account,8
P106344,velocity,High frequency transactions in short time,5
P106345,smurfing,Multiple small transactions within short time,6
P106346,circular,Money returns to original account,1
P106347,velocity,High frequency transactions in short time,2
P106348,velocity,High frequency transactions in short time,6
P106349,layering,Multiple sequential transfers across accounts,2
P106350,layering,Multiple sequential transfers across accounts,6
P106351,velocity,High frequency transactions in short time,8
P106352,layering,Multiple sequential transfers across accounts,6
P106353,layering,Multiple sequential transfers across accounts,10
P106354,circular,Money returns to original account,2
P106355,circular,Money returns to original account,7
P106356,layering,Multiple sequential transfers across accounts,8
P106357,layering,Multiple sequential transfers across accounts,2
P106358,velocity,High frequency transactions in short time,7
P106359,circular,Money returns to original account,1
P106360,velocity,High frequency transactions in short time,8
P106361,smurfing,Multiple small transactions within short time,7
P106362,layering,Multiple sequential transfers across accounts,2
P106363,circular,Money returns to original account,6
P106364,smurfing,Multiple small transactions within short time,6
P106365,layering,Multiple sequential transfers across accounts,7
P106366,circular,Money returns to original account,4
P106367,smurfing,Multiple small transactions within short time,2
P106368,layering,Multiple sequential transfers across accounts,10
P106369,velocity,High frequency transactions in short time,4
P106370,layering,Multiple sequential transfers across accounts,9
P106371,circular,Money returns to original account,7
P106372,smurfing,Multiple small transactions within short time,10
P106373,smurfing,Multiple small transactions within short time,5
P106374,smurfing,Multiple small transactions within short time,4
P106375,velocity,High frequency transactions in short time,9
P106376,smurfing,Multiple small transactions within short time,7
P106377,layering,Multiple sequential transfers across accounts,6
