complaint_id,text,label
C106315,Need account statement,normal
C106316,Need account statement,normal
C106317,Unknown beneficiary added and funds transferred,fraud
C106318,Unknown beneficiary added and funds transferred,fraud
C106319,Suspicious activity detected,fraud
C106320,Login issue,normal
C106321,Password reset not working,normal
C106322,Login issue,normal
C106323,Password reset not working,normal
C106324,Unauthorized transaction from my account,fraud
C106325,Money deducted but not received,fraud
C106326,Unauthorized transaction from my account,fraud
C106327,Suspicious activity detected,fraud
C106328,Money deducted but not received,fraud
C106329,Login issue,normal
C106330,Unable to update profile,normal
C106331,Unknown beneficiary added and funds transferred,fraud
C106332,Suspicious activity detected,fraud
C106333,Multiple OTP requests without action,fraud
C106334,Suspicious activity detected,fraud
C106335,Unable to update profile,normal
C106336,Suspicious activity detected,fraud
C106337,Need account statement,normal
C106338,Need account statement,normal
C106339,Suspicious activity detected,fraud
C106340,App is slow,normal
C106341,Need account statement,normal
C106342,Unauthorized transaction from my account,fraud
C106343,App is slow,normal
C106344,Password reset not working,normal
C106345,Password reset not working,normal
C106346,Multiple OTP requests without action,fraud
C106347,Login issue,normal
C106348,Money deducted but not received,fraud
C106349,Unauthorized transaction from my account,fraud
C106350,Login issue,normal
C106351,Unable to update profile,normal
C106352,Password reset not working,normal
C106353,Unknown beneficiary added and funds transferred,fraud
C106354,Password reset not working,normal
C106355,Need account statement,normal
C106356,Need account statement,normal
C106357,Unauthorized transaction from my account,fraud
C106358,Password reset not working,normal
C106359,Money deducted but not received,fraud
C106360,Suspicious activity detected,fraud
C106361,App is slow,normal
C106362,Unable to update profile,normal
C106363,Need account statement,normal
C106364,Unable to update profile,normal
C106365,Login issue,normal
C106366,App is slow,normal
C106367,Password reset not working,normal
C106368,Money deducted but not received,fraud
C106369,Need account statement,normal
C106370,Password reset not working,normal
C106371,Unauthorized transaction from my account,fraud
C106372,Login issue,normal
C106373,Unknown beneficiary added and funds transferred,fraud
C106374,Login issue,normal
C106375,App is slow,normal
C106376,App is slow,normal
C106377,Unknown beneficiary added and funds transferred,fraud
C106378,Multiple OTP requests without action,fraud
C106379,App is slow,normal
C106380,Unknown beneficiary added and funds transferred,fraud
C106381,Unable to update profile,normal
C106382,Unable to update profile,normal
C106383,App is slow,normal
C106384,App is slow,normal
C106385,Multiple OTP requests without action,fraud
C106386,Multiple OTP requests without action,fraud
C106387,Multiple OTP requests without action,fraud
C106388,Password reset not working,normal
C106389,Unable to update profile,normal
C106390,Multiple OTP requests without action,fraud
C106391,Unauthorized transaction from my account,fraud
C106392,Login issue,normal
C106393,App is slow,normal
C106394,Multiple OTP requests without action,fraud
C106395,Unknown beneficiary added and funds transferred,fraud
C106396,Need account statement,normal
C106397,Need account statement,normal
C106398,Money deducted but not received,fraud
C106399,Unable to update profile,normal
C106400,Unauthorized transaction from my account,fraud
C106401,Unknown beneficiary added and funds transferred,fraud
C106402,Login issue,normal
C106403,Password reset not working,normal
C106404,Login issue,normal
C106405,Password reset not working,normal
C106406,App is slow,normal
C106407,Multiple OTP requests without action,fraud
C106408,Suspicious activity detected,fraud
C106409,Login issue,normal
C106410,Need account statement,normal
C106411,Money deducted but not received,fraud
C106412,Unauthorized transaction from my account,fraud
C106413,App is slow,normal
C106414,Multiple OTP requests without action,fraud
C106415,Multiple OTP requests without action,fraud
C106416,Password reset not working,normal
C106417,Need account statement,normal
C106418,Password reset not working,normal
C106419,Suspicious activity detected,fraud
C106420,App is slow,normal
C106421,Need account statement,normal
C106422,Unauthorized transaction from my account,fraud
C106423,Suspicious activity detected,fraud
C106424,Money deducted but not received,fraud
C106425,Unknown beneficiary added and funds transferred,fraud
C106426,Money deducted but not received,fraud
C106427,Unauthorized transaction from my account,fraud
C106428,Money deducted but not received,fraud
C106429,Password reset not working,normal
C106430,Unauthorized transaction from my account,fraud
C106431,Multiple OTP requests without action,fraud
C106432,Password reset not working,normal
C106433,Need account statement,normal
C106434,Login issue,normal
C106435,Multiple OTP requests without action,fraud
C106436,Password reset not working,normal
C106437,Unable to update profile,normal
C106438,Unauthorized transaction from my account,fraud
C106439,Login issue,normal
C106440,Login issue,normal
C106441,Unauthorized transaction from my account,fraud
C106442,Password reset not working,normal
C106443,Unable to update profile,normal
C106444,Login issue,normal
C106445,App is slow,normal
C106446,Login issue,normal
C106447,Unable to update profile,normal
C106448,Password reset not working,normal
C106449,Unauthorized transaction from my account,fraud
C106450,Login issue,normal
C106451,Login issue,normal
C106452,Password reset not working,normal
C106453,Unable to update profile,normal
C106454,Need account statement,normal
C106455,Unknown beneficiary added and funds transferred,fraud
C106456,Unknown beneficiary added and funds transferred,fraud
C106457,Multiple OTP requests without action,fraud
C106458,App is slow,normal
C106459,Need account statement,normal
C106460,Money deducted but not received,fraud
C106461,Password reset not working,normal
C106462,App is slow,normal
C106463,Money deducted but not received,fraud
C106464,Unauthorized transaction from my account,fraud
C106465,Password reset not working,normal
C106466,Money deducted but not received,fraud
C106467,Login issue,normal
C106468,Login issue,normal
C106469,App is slow,normal
C106470,Money deducted but not received,fraud
C106471,Unable to update profile,normal
C106472,Multiple OTP requests without action,fraud
C106473,Login issue,normal
C106474,Login issue,normal
C106475,App is slow,normal
C106476,App is slow,normal
C106477,Suspicious activity detected,fraud
C106478,Password reset not working,normal
C106479,Need account statement,normal
C106480,App is slow,normal
C106481,Money deducted but not received,fraud
C106482,Suspicious activity detected,fraud
C106483,Suspicious activity detected,fraud
C106484,Unknown beneficiary added and funds transferred,fraud
C106485,Login issue,normal
C106486,Login issue,normal
C106487,Need account statement,normal
C106488,Unable to update profile,normal
C106489,Suspicious activity detected,fraud
C106490,Multiple OTP requests without action,fraud
C106491,Need account statement,normal
C106492,Unable to update profile,normal
C106493,Login issue,normal
C106494,Password reset not working,normal
C106495,Money deducted but not received,fraud
C106496,Need account statement,normal
C106497,Need account statement,normal
C106498,App is slow,normal
C106499,Suspicious activity detected,fraud
C106500,Suspicious activity detected,fraud
C106501,Unauthorized transaction from my account,fraud
C106502,Need account statement,normal
C106503,App is slow,normal
C106504,Unknown beneficiary added and funds transferred,fraud
C106505,Unable to update profile,normal
C106506,Unable to update profile,normal
C106507,Money deducted but not received,fraud
C106508,Need account statement,normal
C106509,Unable to update profile,normal
C106510,Unable to update profile,normal
C106511,Login issue,normal
C106512,Need account statement,normal
C106513,Unable to update profile,normal
C106514,Multiple OTP requests without action,fraud
C106515,Unable to update profile,normal
C106516,Need account statement,normal
C106517,Money deducted but not received,fraud
C106518,Unauthorized transaction from my account,fraud
C106519,Unauthorized transaction from my account,fraud
C106520,Unauthorized transaction from my account,fraud
C106521,Login issue,normal
C106522,Suspicious activity detected,fraud
C106523,Unable to update profile,normal
C106524,Suspicious activity detected,fraud
